Run,Type,Target,EBeam,P_SHMS,Theta_SHMS,P_HMS,Theta_HMS,Current,PS1,PS4,PS5,HMS_Rate_(kHz),SHMS_Rate_(kHz),Coin_Rate_(kHz),Charge_(mC),Raw_HMS,Raw_SHMS,Raw_Coin,EDTM,SHMS_Hadron_Tracking,Comments
15010,Prod,LH2,10.549,3.493,21.65,6.792,-13.31,23.95,10,8,0,11.627,22.434,0.093,90.381,228k,111k,248k,38k,0.994,14815
15011,Prod,LH2,10.549,3.493,21.65,6.792,-13.31,33.68,10,8,0,11.765,22.648,0.094,124.842,315k,153k,326k,37k,0.994,20521
15012,Prod,LH2,10.549,3.493,21.65,6.792,-13.31,33.116,10,8,0,11.714,22.624,0.094,117.91,297k,144k,309k,36k,0.994,19354
15013,Prod,LH2,10.549,3.493,21.65,6.792,-13.31,27.838,10,8,0,11.771,22.661,0.094,74.902,189k,92k,201k,27k,0.993,12436
15015,Prod,LH2,10.549,3.493,21.65,6.792,-13.31,32.349,10,0,-1,11.771,22.652,0.094,18.064,5893k,22k,48k,6k,0.994,3009
15017,Prod,Dummy10cm,10.549,3.493,21.65,6.792,-13.31,33.554,10,8,0,3.653,9.316,0.025,60.717,47k,30k,43k,18k,0.993,498
15020,Prod,Dummy10cm,10.549,3.493,23.645,6.792,-13.31,18.462,10,8,0,3.576,5.421,0.022,11.813,9k,4k,11k,7k,0.992,83 dummy
15021,Prod,Dummy10cm,10.549,3.493,23.645,6.792,-13.31,30.069,10,8,0,3.669,5.561,0.022,15.44,12k,5k,10k,5k,0.992,110 dummy
15022,Prod,LH2,10.549,3.493,23.645,6.792,-13.31,26.743,10,8,0,12.957,13.366,0.087,96.587,243k,63k,223k,36k,0.993,
15023,Prod,LH2,10.549,3.493,23.645,6.792,-13.31,25.315,8,8,0,13.058,13.465,0.088,86.746,218k,225k,203k,35k,0.992,
15025,Prod,LH2,10.549,3.493,23.645,6.792,-13.31,36.482,8,8,0,13.163,13.548,0.088,146.74,369k,380k,323k,40k,0.992,19.982
15026,Prod,LH2,10.549,3.493,23.645,6.792,-13.31,34.898,8,8,0,13.073,13.426,0.088,72.48,183k,188k,161k,21k,0.992,9936
15028,Prod,LH2,10.549,3.493,18.01,6.792,-13.31,34.357,10,8,0,13.091,83.396,0.158,123.023,309k,496k,486k,36k,0.991,19979
15031,Prod,LH2,10.549,3.493,18.01,6.792,-13.31,36.681,10,8,0,13.248,84.142,0.159,131.004,329k,526k,514k,36k,0.991,21489
15032,Prod,LH2,10.549,3.493,18.01,6.792,-13.31,32.761,10,8,0,13.212,84.098,0.16,57.38,144k,231k,228k,18k,0.991,9445
15033,Prod,Dummy10cm,10.549,3.493,18.01,6.792,-13.31,30.644,10,8,0,3.621,25.193,0.029,34.426,27k,47k,29k,11k,0.992,304
15036,Prod,Dummy10cm,10.549,3.493,18.045,6.792,-18.05,36.535,0,0,-1,0.091,25.128,0.011,12.141,30k,8350k,4k,0k,0,0
15040,Prod,LH2,10.549,4.605,16.33,5.878,-12.04,38.849,10,10,0,38.058,32.917,0.2,132.386,238k,206k,645k,34k,0.992,42580
15041,Prod,LH2,10.549,4.605,16.33,5.878,-12.04,33.841,10,10,0,37.109,32.034,0.194,139.179,250k,216k,679k,41k,0.992,45065
15042,Prod,LH2,10.549,4.605,16.33,5.878,-12.04,32.487,10,10,0,37.037,31.93,0.193,172.618,312k,269k,846k,53k,0.993,56211
15043,Prod,Dummy10cm,10.549,4.605,16.33,5.878,-12.04,33.288,10,10,0,11.377,9.758,0.037,22.238,14k,12k,24k,7k,0.993,481
15044,Prod,Dummy10cm,10.549,4.605,14.325,5.878,-12.04,36.521,10,10,0,11.617,20.251,0.05,22.575,14k,24k,31k,6k,0.993,647
15046,Prod,LH2,10.549,4.605,14.325,5.878,-12.04,28.203,11,10,0,36.987,72.37,0.316,72.455,131k,129k,583k,26k,0.991,31114
15047,Prod,LH2,10.549,4.605,14.325,5.878,-12.04,32.186,11,10,0,37.273,72.906,0.319,112.44,204k,200k,902k,35k,0.991,49405
15048,Prod,LH2,10.549,4.605,12.325,5.878,-12.04,2.91,12,10,0,17.225,76.628,0.217,0.225,0k,0k,4k,1k,0.985,FADC Mode 10
15049,Prod,LH2,10.549,4.605,12.325,5.878,-12.04,30.999,12,10,0,36.425,162.832,0.539,54.132,98k,110k,748k,17k,0.988,22959
15050,Prod,LH2,10.549,4.605,12.325,5.878,-12.04,31.458,12,10,0,36.698,163.903,0.546,75.158,136k,153k,1044k,24k,0.988,31987
15051,Prod,LH2,10.549,4.605,12.325,5.878,-12.04,23.971,12,10,0,37.044,165.278,0.55,81.264,148k,165k,1138k,34k,0.988,34366
15052,Prod,Dummy10cm,10.549,4.605,12.325,5.878,-12.04,35.242,12,10,0,11.513,41.531,0.067,35.418,22k,20k,66k,10k,0.994,1102
15055,Prod,LH2,10.549,5.127,12.28,5.309,-15.06,21.681,12,8,0,9.603,95.094,0.114,84.403,168k,105k,274k,40k,0.99,12053
15056,Prod,LH2,10.549,5.127,12.28,5.309,-15.06,29.994,12,8,0,9.828,97.432,0.116,113.18,225k,140k,351k,38k,0.991,15874
15057,Prod,LH2,10.549,5.127,12.28,5.309,-15.06,30.227,12,8,0,10.252,101.562,0.123,94.495,188k,117k,298k,31k,0.99,13257
15058,Prod,LH2,10.549,5.127,12.28,5.309,-15.06,36.053,12,8,0,10.352,102.699,0.124,107.413,213k,133k,332k,30k,0.99,14744
15059,Prod,LH2,10.549,5.127,12.28,5.309,-15.06,35.315,12,8,0,10.307,102.247,0.124,92.471,183k,115k,287k,26k,0.99,12603
15061,Prod,Dummy10cm,10.549,5.127,12.28,5.309,-15.06,32.386,9,6,0,3.09,25.453,0.023,39.66,104k,109k,27k,12k,0.994,361
15065,Prod,LD2,10.549,5.127,12.28,5.309,-15.06,30.496,12,9,0,18.812,198.49,0.329,109.174,202k,267k,916k,36k,0.985,17994
15066,Prod,LD2,10.549,5.127,12.28,5.309,-15.06,25.597,12,9,0,19.11,201.747,0.335,85.809,158k,209k,724k,34k,0.986,13914
15067,Prod,LD2,10.549,5.127,12.28,5.309,-15.06,26.282,12,9,0,19.175,202.348,0.338,118.985,220k,292k,1012k,46k,0.985,19579
15068,Prod,LD2,10.549,5.127,12.28,5.309,-15.06,26.56,12,9,0,18.215,192.093,0.317,88.345,164k,217k,742k,33k,0.985,14703
15069,Prod,LD2,10.549,5.127,12.28,5.309,-15.06,13.366,12,9,0,15.155,158.981,0.234,61.044,118k,155k,485k,49k,0.988,10507
15070,Prod,LD2,10.549,5.127,12.28,5.309,-15.06,27.397,12,9,0,18.13,191.308,0.315,121.758,226k,299k,1019k,45k,0.986,20325
15071,Prod,LD2,10.549,5.127,12.28,5.309,-15.06,33.659,12,9,0,18.371,193.999,0.319,108.628,201k,267k,901k,32k,0.985,18179
15073,Prod,LD2,10.549,5.127,12.28,5.309,-15.06,30.312,12,9,0,19.452,204.81,0.346,30.964,57k,76k,265k,10k,0.984,5189
15075,Prod,LD2,10.549,5.127,14.28,5.309,-15.06,33.792,11,9,0,19.473,85.743,0.189,2.15,4k,4k,10k,1k,0.989,353
15090,Prod,LD2,10.549,5.127,14.28,5.309,-15.06,18.386,11,9,0,20.807,93.209,0.23,15.017,28k,31k,83k,8k,0.989,2469
15091,Prod,LD2,10.549,5.127,14.28,5.309,-15.06,44.083,11,9,0,24.69,111.205,0.283,29.91,55k,62k,162k,7k,0.989,4899
15092,Prod,LD2,10.549,5.127,14.28,5.309,-15.06,26.143,11,9,0,18.951,84.604,0.205,18.611,34k,38k,97k,7k,0.99,3145
15093,Prod,LD2,10.549,5.127,14.28,5.309,-15.06,34.43,11,9,0,22.292,99.984,0.249,34.85,64k,72k,186k,10k,0.988,5808
15094,Prod,LD2,10.549,5.127,14.28,5.309,-15.06,23.329,11,9,0,20.782,93.195,0.231,18.52,34k,38k,101k,8k,0.989,3172
15095,Prod,LD2,10.549,5.127,14.28,5.309,-15.06,12.405,11,9,0,17.335,77.15,0.182,21.109,39k,44k,118k,18k,0.99,3562
15096,Prod,LD2,10.549,5.127,14.28,5.309,-15.06,25.058,11,9,0,23.201,104.039,0.262,75.538,139k,156k,418k,31k,0.989,12743
15098,Prod,LD2,10.549,5.127,14.28,5.309,-15.06,23.323,11,9,0,23.663,106.308,0.269,83.606,153k,173k,468k,37k,0.989,13937
15099,Prod,LD2,10.549,5.127,14.28,5.309,-15.06,16.035,11,9,0,18.577,82.192,0.183,77.977,144k,160k,395k,50k,0.992,13487
15100,Prod,LD2,10.549,5.127,14.28,5.309,-15.06,29.452,11,9,0,21.828,97.397,0.232,75.871,140k,156k,391k,26k,0.99,12858
15102,Prod,Dummy10cm,10.549,5.127,14.28,5.309,-15.06,34.733,8,6,0,3.076,11.617,0.02,49.448,129k,125k,29k,14k,0.997,451
15103,Prod,LH2,10.549,5.127,14.28,5.309,-15.06,16.595,10,8,0,9.952,40.771,0.082,56.67,113k,116k,141k,35k,0.994,8336
15104,Prod,LH2,10.549,5.127,14.28,5.309,-15.06,25.835,10,8,0,9.906,40.288,0.078,100.068,199k,203k,216k,39k,0.993,14653
15106,Prod,LH2,10.549,5.127,14.28,5.309,-15.06,32.058,10,8,0,9.862,40.11,0.077,114.612,227k,232k,237k,36k,0.993,16751
15107,Prod,LH2,10.549,5.127,14.28,5.309,-15.06,33.388,10,8,0,9.87,40.133,0.078,114.23,226k,232k,235k,34k,0.994,16792
15108,Prod,LH2,10.549,5.127,14.28,5.309,-15.06,35.657,10,8,0,9.885,40.185,0.078,62.955,125k,127k,128k,18k,0.994,9328
15110,Prod,LH2,10.549,5.127,16.28,5.309,-15.06,24.758,9,8,0,9.601,17.193,0.054,72.837,145k,130k,115k,30k,0.995,8157
15113,Prod,LH2,10.549,5.127,16.28,5.309,-15.06,30.736,9,8,0,9.497,17.018,0.054,108.452,215k,194k,163k,35k,0.995,12217
15114,Prod,LH2,10.549,5.127,16.28,5.309,-15.06,27.575,9,8,0,9.248,16.566,0.052,94.186,187k,168k,144k,34k,0.995,10503
15115,Prod,LH2,10.549,5.127,16.28,5.309,-15.06,25.659,9,8,0,8.965,16.026,0.051,92.612,184k,165k,145k,36k,0.995,10398
15116,Prod,LH2,10.549,5.127,16.28,5.309,-15.06,19.982,9,8,0,8.27,14.775,0.047,65.141,129k,116k,108k,33k,0.995,7294
15117,Prod,LH2,10.549,5.127,16.28,5.309,-15.06,12.456,9,8,0,8.208,14.724,0.048,22.833,46k,41k,47k,19k,0.995,2625
15118,Prod,LH2,10.549,5.127,16.28,5.309,-15.06,17.942,9,8,0,10.041,18.118,0.057,60.411,120k,109k,108k,35k,0.995,6823
15119,Prod,LH2,10.549,5.127,16.28,5.309,-15.06,32.009,9,8,0,10.694,19.33,0.06,42.133,84k,76k,64k,13k,0.994,4639
15121,Prod,Dummy10cm,10.549,5.127,16.28,5.309,-15.06,34.767,7,6,0,3.306,6.117,0.018,44.607,116k,109k,23k,13k,0.995,296
15123,Prod,LD2,10.549,5.127,16.28,5.309,-15.06,37.004,10,9,0,20.334,40.733,0.124,133.013,246k,246k,389k,36k,0.993,17601
15124,Prod,LD2,10.549,5.127,16.28,5.309,-15.06,27.784,10,9,0,19.596,39.167,0.119,101.372,188k,188k,306k,37k,0.994,13375
15126,Prod,LD2,10.549,5.127,16.28,5.309,-15.06,30.008,10,9,0,19.102,38.113,0.116,117.257,218k,218k,349k,39k,0.993,15455
15128,Prod,LD2,10.549,5.127,16.28,5.309,-15.06,25.962,10,9,0,15.398,30.286,0.09,105.053,196k,193k,303k,41k,0.993,13600
15137,Prod,LD2,10.549,5.512,16.91,4.752,-19.92,15.779,9,6,0,1.638,14.374,0.019,52.881,102k,115k,53k,35k,0.996,1456
15138,Prod,LD2,10.549,5.512,16.91,4.752,-19.92,10.053,9,6,0,1.534,13.447,0.018,12.305,24k,27k,17k,13k,0.99,334
15139,Prod,LD2,10.549,5.512,16.91,4.752,-19.92,16.321,9,6,0,1.561,13.744,0.018,4.426,8k,10k,4k,3k,1,90
15140,Prod,LD2,10.549,5.512,16.91,4.752,-19.92,12.906,9,6,0,1.316,11.452,0.017,49.517,96k,106k,56k,40k,0.995,1320
15141,Prod,LD2,10.549,5.512,16.91,4.752,-19.92,14.937,9,6,0,1.087,9.276,0.015,55.252,107k,117k,55k,37k,0.996,1439
15142,Prod,LD2,10.549,5.512,16.91,4.752,-19.92,14.865,9,6,0,1.224,10.513,0.016,48.142,93k,102k,48k,33k,0.993,1270
15143,Prod,LD2,10.549,5.512,16.91,4.752,-19.92,17.502,9,6,0,1.223,10.494,0.016,64.353,124k,136k,58k,37k,0.993,1673
15144,Prod,LD2,10.549,5.512,16.91,4.752,-19.92,14.002,9,6,0,1.21,10.373,0.016,54.835,106k,116k,58k,40k,0.994,1509
15145,Prod,LD2,10.549,5.512,16.91,4.752,-19.92,16.309,9,6,0,1.221,10.475,0.016,55.753,107k,118k,53k,34k,0.994,1470
15146,Prod,LD2,10.549,5.512,16.91,4.752,-19.92,14.034,9,6,0,1.191,10.206,0.016,42.367,82k,90k,45k,31k,0.995,1119
15147,Prod,LD2,10.549,5.512,16.91,4.752,-19.92,7.491,9,6,0,1.179,10.137,0.016,24.273,47k,51k,43k,36k,0.995,619
15148,Prod,LD2,10.549,5.512,16.91,4.752,-19.92,9.539,9,6,0,1.205,10.348,0.016,31.867,62k,68k,46k,35k,0.996,810
15152,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,7.051,13,7,0,4.421,339.412,0.129,20.266,131k,159k,243k,35k,0.975,962
15153,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,5.558,13,7,0,3.836,294.694,0.091,18.122,101k,122k,174k,36k,0.978,778
15154,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,10.229,13,7,0,4.047,310.637,0.099,35.686,197k,240k,318k,35k,0.977,1493
15155,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,10.567,13,7,0,4.149,318.539,0.104,37.345,206k,251k,339k,35k,0.976,1677
15156,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,9.683,13,7,0,4.071,312.483,0.101,33.97,188k,228k,306k,35k,0.974,15156
15157,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,15.547,13,7,0,5.953,457.43,0.207,54.166,297k,362k,673k,34k,0.967,2163
15158,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,18.033,13,7,0,6.867,527.409,0.263,63.97,350k,426k,872k,35k,0.965,2540
15159,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,17.206,13,7,0,6.932,532.301,0.266,59.736,327k,399k,820k,34k,0.965,2303
15160,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,18.415,13,7,0,6.974,533.918,0.268,3.025,17k,20k,42k,2k,0.964,124
15161,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,14.689,13,7,0,6.996,537.1,0.27,50.005,274k,334k,697k,34k,0.965,1954
15162,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,18.079,13,7,0,6.981,535.656,0.27,66.117,363k,442k,913k,36k,0.965,2550
15163,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,16.945,13,7,0,6.91,530.044,0.266,60.079,330k,402k,829k,35k,0.964,2308
15164,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,17.508,13,7,0,6.941,532.182,0.267,60.389,332k,404k,833k,34k,0.965,2398
15165,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,18.096,13,7,0,6.981,535.244,0.27,64.003,352k,428k,885k,35k,0.966,2640
15166,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,18.289,13,7,0,6.981,535.442,0.27,64.706,356k,433k,895k,35k,0.965,2582
15167,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,17.957,13,7,0,7.02,537.622,0.271,63.321,348k,423k,876k,35k,0.966,2568
15168,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,16.928,13,7,0,7.056,540.341,0.273,60.921,335k,407k,845k,35k,0.964,2430
15169,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,14.287,13,7,0,6.786,519.132,0.255,49.185,270k,327k,665k,34k,0.967,1908
15170,Prod,LD2,10.549,6.538,7.91,3.944,-17.49,15.64,13,7,0,6.781,518.579,0.255,54.843,302k,367k,742k,35k,0.966,2122
15172,Prod,Dummy10cm,10.549,6.538,7.91,3.944,-17.49,12.835,11,5,0,1.177,91.75,0.019,36.755,135k,174k,46k,29k,0.984,91
15173,Prod,Dummy10cm,10.549,6.538,7.91,3.944,-17.49,17.718,11,5,0,1.167,91.063,0.018,59.748,218k,282k,60k,34k,0.985,155
15189,Prod,LD2,10.549,6.538,9.91,3.944,-17.49,6.448,12,8,0,3.152,125.468,0.043,13.152,26k,62k,56k,24k,0.98,69 bcm
15198,Prod,LD2,10.549,6.538,9.91,3.944,-17.49,15.416,12,8,0,6.721,166.426,0.095,34,94k,146k,176k,22k,0.979,1656
15199,Prod,LD2,10.549,6.538,9.91,3.944,-17.49,14.892,12,8,0,6.655,164.719,0.094,32.416,90k,140k,168k,22k,0.976,1628
15202,Prod,LD2,10.549,6.538,9.91,3.944,-17.49,22.217,12,8,0,11.975,303.765,0.325,77.927,213k,341k,759k,35k,0.964,3486
15203,Prod,LD2,10.549,6.538,9.91,3.944,-17.49,30.437,12,8,0,13.621,345.944,0.354,122.473,335k,535k,1131k,40k,0.966,5543
15204,Prod,LD2,10.549,6.538,9.91,3.944,-17.49,33.465,12,8,0,13.35,338.493,0.344,121.343,332k,530k,1107k,36k,0.965,5428
15206,Prod,LD2,10.549,6.538,9.91,3.944,-17.49,30.572,12,8,0,12.64,322.55,0.323,24.806,68k,108k,224k,8k,0.965,1069
15212,Prod,LD2,10.549,6.538,9.91,3.944,-17.49,29.965,12,8,0,13.508,344.153,0.359,47.379,129k,207k,446k,16k,0.966,2122
15213,Prod,LD2,10.549,6.538,9.91,3.944,-17.49,31.48,13,8,0,15.51,397.77,0.48,112.443,306k,247k,1230k,36k,0.961,5066
15214,Prod,LD2,10.549,6.538,9.91,3.944,-17.49,24.798,13,8,0,15.29,390.477,0.459,86.346,236k,190k,928k,35k,0.962,3803
15215,Prod,LD2,10.549,6.538,9.91,3.944,-17.49,36.931,13,8,0,15.611,399.743,0.474,53.153,145k,117k,569k,14k,0.96,2352
15224,Prod,LD2,10.549,6.538,9.91,3.944,-17.49,7.878,12,8,0,9.091,229.02,0.174,10.472,29k,46k,82k,15k,0.971,504
15225,Prod,LD2,10.549,6.538,9.91,3.944,-17.49,16.947,13,8,0,8.507,214.051,0.155,56.888,156k,123k,376k,34k,0.974,2564
15227,Prod,LD2,10.549,6.538,9.91,3.944,-17.49,22.839,13,8,0,9.521,239.705,0.181,83.127,227k,180k,565k,36k,0.973,3917
15228,Prod,LD2,10.549,6.538,9.91,3.944,-17.49,20.392,13,8,0,8.205,205.583,0.137,35.232,97k,76k,210k,17k,0.976,1742
15229,Prod,Dummy10cm,10.549,6.538,9.91,3.944,-17.49,18.269,10,5,0,1.444,36.401,0.015,72.468,262k,218k,56k,40k,0.989,275
15230,Prod,Dummy10cm,10.549,6.538,11.905,3.944,-17.49,18.699,10,5,0,1.439,12.997,0.012,66.323,240k,72k,43k,36k,0.989,106
15232,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,19.483,11,8,0,8.287,75.389,0.062,68.032,187k,214k,185k,35k,0.978,1830
15233,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,18.6,11,8,0,8.358,75.994,0.062,62.109,170k,195k,171k,34k,0.977,1691
15235,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,6.593,11,8,0,8.266,75.167,0.062,21.423,59k,67k,85k,37k,0.975,597
15236,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,10.989,11,8,0,6.119,55.146,0.041,40.012,111k,125k,110k,38k,0.982,1150 unstable beam
15239,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,16.334,11,8,0,7.891,71.748,0.06,16.488,45k,52k,47k,10k,0.974,421 unstable beam
15240,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,12.091,11,8,0,9.391,86.16,0.079,39.745,109k,126k,138k,35k,0.977,1101 unstable beam
15241,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,17.712,11,8,0,9.62,88.239,0.079,36.741,100k,116k,114k,21k,0.974,990
15243,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,22.263,11,8,0,9.583,87.49,0.078,79.317,217k,249k,236k,36k,0.975,2245
15244,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,25.436,11,8,0,9.905,90.839,0.082,89.821,246k,284k,266k,35k,0.975,2380
15245,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,20.797,11,8,0,9.313,85.133,0.076,39.582,108k,125k,118k,19k,0.974,1084
15246,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,13.636,11,8,0,9.289,84.791,0.076,9.962,27k,31k,33k,8k,0.978,272
15247,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,22.1,11,8,0,9.41,86.102,0.077,79.572,218k,251k,237k,36k,0.976,2151
15248,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,23.775,11,8,0,9.485,88.779,0.079,16.019,43k,50k,47k,7k,0.975,412
15252,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,10.603,11,8,0,9.182,83.787,0.075,11.296,31k,36k,40k,11k,0.976,322
15254,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,33.397,12,9,0,16.279,155.579,0.216,122.581,166k,199k,578k,37k,0.964,3226
15255,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,23.671,12,9,0,15.19,144.372,0.197,55.197,75k,90k,261k,24k,0.965,1411
15256,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,28.219,12,9,0,16.075,152.267,0.202,101.708,138k,164k,462k,36k,0.966,2639
15257,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,32.353,12,9,0,14.775,140.739,0.183,45.139,62k,74k,200k,14k,0.968,1209
15258,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,34.152,12,9,0,16.138,152.47,0.203,121.08,165k,196k,543k,35k,0.965,3120
15259,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,31.939,12,9,0,15.786,149.182,0.198,113.708,155k,184k,510k,36k,0.965,2942
15260,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,27.604,12,9,0,15.346,144.946,0.19,100.209,137k,162k,449k,37k,0.967,2272
15261,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,28.963,12,9,0,15.675,147.464,0.195,101.55,139k,164k,457k,35k,0.968,2670
15262,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,31.703,12,9,0,15.427,145.375,0.192,111.565,153k,181k,498k,35k,0.966,2836
15263,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,16.821,12,9,0,14.014,131.685,0.17,56.689,78k,92k,264k,35k,0.966,1493
15264,Prod,LD2,10.549,6.538,11.905,3.944,-17.49,8.372,12,9,0,12.909,119.877,0.146,12.182,17k,20k,62k,16k,0.968,301
15265,Prod,LD2,10.549,5.512,16.915,4.752,-19.915,28.8,10,7,0,2.911,27.018,0.029,102.353,98k,116k,77k,36k,0.993,2625
15267,Prod,LD2,10.549,5.512,16.915,4.752,-19.915,24.811,10,7,0,2.749,25.488,0.028,85.233,82k,96k,69k,35k,0.993,2252
15270,Prod,LD2,10.549,5.512,16.915,4.752,-19.915,29.928,10,7,0,3.037,28.204,0.03,109.205,105k,123k,81k,37k,0.993,2883
15271,Prod,LD2,10.549,5.512,16.915,4.752,-19.915,32.471,10,7,0,2.903,26.939,0.029,115.81,111k,130k,82k,36k,0.993,2977
15272,Prod,LD2,10.549,5.512,16.915,4.752,-19.915,37.954,10,7,0,3.102,28.888,0.03,135.889,130k,153k,91k,36k,0.993,3455
