Run,Type,Target,EBeam,P_SHMS,Theta_SHMS,P_HMS,Theta_HMS,Current,PS1,PS4,PS5,HMS_Rate_(kHz),SHMS_Rate_(kHz),Coin_Rate_(kHz),Charge_(mC),Raw_HMS,Raw_SHMS,Raw_Coin,EDTM,SHMS_Hadron_Tracking,Comments
16326,Prod,LH2,6.399,5.127,10,1.158,-42.23,71.258,12,6,0,2.337,150.893,0.035,256.465,240k,250k,121k,36k,0.984,589
16327,Prod,LH2,6.399,5.127,10,1.158,-42.23,67.482,12,6,0,2.274,146.738,0.034,257.029,240k,250k,123k,38k,0.984,598
16328,Prod,LH2,6.399,5.127,10,1.158,-42.23,65.557,12,6,0,2.215,142.241,0.033,234.747,220k,228k,112k,36k,0.984,497
16330,Prod,LH2,6.399,5.127,10,1.158,-42.23,64.399,12,6,0,2.242,144.55,0.034,234.695,220k,228k,113k,36k,0.984,548
16331,Prod,LH2,6.399,5.127,10,1.158,-42.23,62.843,12,6,0,2.228,144.018,0.034,234.309,219k,228k,114k,37k,0.985,548
16332,Prod,LH2,6.399,5.127,10,1.158,-42.23,62.851,12,6,0,2.293,147.602,0.034,272.965,256k,266k,133k,43k,0.984,593
16333,Prod,Dummy10cm,6.399,5.127,10,1.158,-42.23,31.757,9,3,0,0.469,15.105,0.011,113.815,284k,177k,38k,36k,0.994,21
16334,Prod,Dummy10cm,6.399,5.127,10,1.158,-42.23,35.421,9,3,0,0.477,15.452,0.011,77.871,192k,121k,23k,22k,0.991,14
16335,Prod,Dummy10cm,6.399,5.127,10,1.158,-42.23,35.963,9,3,0,0.475,15.293,0.011,56.134,139k,87k,17k,16k,0.992,4
16336,Prod,LD2,6.399,5.127,10,1.158,-42.23,57.163,12,7,0,6.625,248.202,0.13,79.632,118k,140k,153k,14k,0.978,214
16337,Prod,LD2,6.399,5.127,10,1.158,-42.23,66.004,12,7,0,6.8,257.812,0.135,244.177,358k,431k,465k,37k,0.976,653
16338,Prod,LD2,6.399,5.127,10,1.158,-42.23,59.256,12,7,0,6.71,255.202,0.132,213.851,313k,377k,406k,36k,0.978,662
16339,Prod,LD2,6.399,5.127,10,1.158,-42.23,71.703,12,7,0,7.106,270.375,0.142,250.256,367k,442k,478k,34k,0.978,708
16340,Prod,LD2,6.399,5.127,10,1.158,-42.23,70.67,12,7,0,7.053,267.73,0.141,251.459,369k,444k,481k,35k,0.977,704
16341,Prod,LD2,6.399,5.127,10,1.158,-42.23,50.544,12,7,0,6.716,253.201,0.132,177.839,263k,314k,345k,35k,0.978,547
16342,Prod,LD2,6.399,5.127,10,1.158,-42.23,59.621,12,7,0,6.793,256.905,0.134,214.019,315k,378k,411k,36k,0.977,632
16343,Prod,LD2,6.399,5.127,10,1.158,-42.23,65.445,12,7,0,7.079,267.342,0.142,227.678,336k,403k,441k,34k,0.976,665
16344,Prod,LD2,6.399,5.127,10,1.158,-42.23,77.05,12,0,-1,7.421,282.826,0.152,89.437,8526k,159k,174k,11k,0.976,241
16345,Prod,LD2,6.399,5.127,10,1.158,-42.23,68.389,12,0,-1,7.11,267.907,0.143,81.921,7879k,145k,159k,12k,0.976,219
16346,Prod,LD2,6.399,5.127,10,1.158,-42.23,65.831,12,0,-1,7.043,265.546,0.141,73.303,7041k,130k,142k,11k,0.976,238
16348,Prod,LD2,6.399,5.127,10,1.158,-42.23,71.603,12,7,0,7.344,278.632,0.15,260.624,384k,462k,513k,36k,0.977,748
16349,Prod,LD2,6.399,5.127,8,1.158,-42.23,61.279,14,7,0,6.665,558.442,0.272,214.941,320k,213k,852k,34k,0.96,724
16350,Prod,LD2,6.399,5.127,8,1.158,-42.23,69.085,14,7,0,7.192,613.91,0.316,233.601,345k,233k,987k,33k,0.957,776
16352,Prod,LD2,6.399,5.127,8,1.158,-42.23,61.443,14,0,-1,7.379,630.635,0.328,51.115,4912k,51k,220k,7k,0.957,128
16354,Prod,LD2,6.399,5.127,8,1.158,-42.23,79.083,14,0,-1,7.627,649.992,0.341,50.392,4845k,50k,217k,5k,0.957,139
16355,Prod,LD2,6.399,5.127,8,1.158,-42.23,60.722,14,0,-1,6.819,577.041,0.293,55.994,5402k,56k,233k,8k,0.957,149
16356,Prod,LD2,6.399,5.127,8,1.158,-42.23,70.562,14,0,-1,7.195,611.602,0.315,51.661,4983k,52k,218k,6k,0.957,157
16357,Prod,LD2,6.399,5.127,8,1.158,-42.23,58.708,14,7,0,7.025,593.429,0.305,207.913,310k,208k,880k,35k,0.959,681
16358,Prod,LD2,6.399,5.127,8,1.158,-42.23,71.421,14,7,0,7.326,624.997,0.323,257.284,380k,257k,1094k,35k,0.957,833
16359,Prod,LD2,6.399,5.127,8,1.158,-42.23,64.817,14,7,0,6.943,587.546,0.301,229.588,341k,229k,963k,35k,0.958,752
16360,Prod,LD2,6.399,5.127,8,1.158,-42.23,68.049,14,7,0,7.176,607.677,0.313,241.43,359k,241k,1023k,35k,0.958,832
16361,Prod,LD2,6.399,5.127,8,1.158,-42.23,66.146,14,8,0,7.025,594.152,0.304,236.514,177k,236k,994k,35k,0.957,822
16362,Prod,LD2,6.399,5.127,8,1.158,-42.23,60.839,14,8,0,6.983,591.39,0.303,215.129,161k,215k,907k,35k,0.958,722
16363,Prod,LD2,6.399,5.127,8,1.158,-42.23,67.684,14,8,0,7.143,608.522,0.313,244.908,182k,245k,1034k,35k,0.958,838
16366,Prod,LD2,6.399,5.127,8,1.158,-42.23,70.171,14,8,0,7.271,616.3,0.319,248.195,186k,248k,1055k,34k,0.958,822
16367,Prod,LD2,6.399,5.127,8,1.158,-42.23,65.348,14,8,0,7.046,596.7,0.306,171.332,128k,171k,721k,26k,0.958,602
16368,Prod,LD2,6.399,5.127,8,1.158,-42.23,73.21,14,8,0,7.367,622.978,0.324,162.148,122k,162k,692k,22k,0.958,549
16369,Prod,LD2,6.399,5.127,8,1.158,-42.23,69.806,14,8,0,7.214,606.782,0.315,184.101,139k,184k,783k,26k,0.958,592
16370,Prod,Dummy10cm,6.399,5.127,8,1.158,-42.23,31.429,9,3,0,0.475,31.759,0.011,114.453,289k,375k,40k,36k,0.999,18
16371,Prod,Dummy10cm,6.399,5.127,8,1.158,-42.23,28.678,9,3,0,0.471,31.772,0.011,104.32,262k,342k,40k,36k,0.995,16
16372,Prod,Dummy10cm,6.399,5.127,8,1.158,-42.23,34.428,9,3,0,0.485,32.667,0.011,24.106,60k,79k,8k,7k,1,5
16373,Prod,LH2,6.399,5.127,8,1.158,-42.23,58.413,13,6,0,2.235,331.285,0.064,207.949,196k,234k,191k,35k,0.973,509
16374,Prod,LH2,6.399,5.127,8,1.158,-42.23,71.669,13,6,0,2.323,347.658,0.066,213.817,201k,242k,191k,29k,0.973,534
16375,Prod,LH2,6.399,5.127,8,1.158,-42.23,64.643,13,5,0,2.366,355.278,0.068,232.221,423k,263k,213k,35k,0.972,601
16376,Prod,LH2,6.399,5.127,8,1.158,-42.23,64.583,13,5,0,2.237,333.102,0.064,247.84,452k,279k,222k,38k,0.972,654
16377,Prod,LH2,6.399,5.127,8,1.158,-42.23,67.236,13,5,0,2.282,341.556,0.065,239.794,436k,271k,215k,35k,0.972,653
16378,Prod,LH2,6.399,5.127,8,1.158,-42.23,73.264,13,5,0,2.356,354.499,0.068,217.478,395k,246k,195k,29k,0.97,591
16379,Prod,LH2,6.399,5.127,8,1.158,-42.23,70.73,13,5,0,2.34,353.086,0.068,272.044,492k,308k,245k,38k,0.972,693
16380,Prod,LH2,6.399,5.127,8,1.158,-42.23,64.471,13,5,0,2.287,343.289,0.066,227.852,414k,257k,206k,35k,0.97,614
16381,Prod,LH2,6.399,5.127,8,1.158,-42.23,58.627,13,5,0,2.298,345.135,0.066,206.333,375k,233k,191k,35k,0.973,516
16385,Prod,LH2,6.399,5.127,8,1.158,-42.23,67.659,13,0,-1,2.265,340.862,0.065,204.34,6288k,231k,183k,30k,0.971,555
16386,Prod,LH2,6.399,5.127,8,1.158,-42.23,73.202,13,0,-1,2.359,357.962,0.068,42.935,1314k,49k,38k,6k,0.972,126
16387,Prod,LH2,6.399,5.127,8,1.158,-42.23,67.289,13,5,0,2.296,345.376,0.066,256.087,464k,290k,231k,38k,0.971,670
16388,Prod,LH2,6.399,5.127,8,1.158,-42.23,70.419,13,5,0,2.306,347.092,0.066,245.407,445k,278k,219k,34k,0.973,634
16389,Prod,LH2,6.399,5.127,8,1.158,-42.23,68.888,13,5,0,2.298,347.454,0.066,246.547,445k,279k,220k,35k,0.972,659
16390,Prod,LH2,6.399,5.127,8,1.158,-42.23,73.885,13,5,0,2.352,356.285,0.068,270.881,489k,307k,241k,36k,0.973,745
16392,Prod,LH2,6.399,5.127,8,1.158,-42.23,73.956,13,6,0,2.358,357.731,0.068,248.819,231k,282k,222k,33k,0.973,688
16393,Prod,LH2,6.399,5.127,8,1.158,-42.23,63.007,13,6,0,2.207,333.277,0.063,242.403,225k,274k,217k,38k,0.974,673
16394,Prod,LH2,6.399,5.127,10,1.158,-42.23,60.106,12,6,0,2.283,149.07,0.035,244.544,227k,239k,121k,40k,0.987,575
16395,Prod,LH2,6.399,5.127,10,1.158,-42.23,70.605,12,6,0,2.312,150.647,0.035,238.376,222k,233k,113k,33k,0.985,533
16396,Prod,LH2,6.399,5.127,10,1.158,-42.23,63.084,12,6,0,2.31,150.054,0.035,71.247,66k,69k,35k,11k,0.987,172
16397,Prod,LH2,6.399,5.127,10,1.158,-42.23,67.658,12,6,0,2.326,152.279,0.035,129.913,120k,127k,63k,19k,0.987,283
16398,Prod,LH2,6.399,5.127,10,1.158,-42.23,63.099,12,6,0,2.252,146.657,0.034,185.552,172k,181k,91k,29k,0.988,423
16399,Prod,LD2,6.399,5.127,10,1.158,-42.23,67.723,13,8,0,7.111,273.982,0.144,244.518,179k,217k,471k,36k,0.979,669
16400,Prod,LD2,6.399,5.127,10,1.158,-42.23,69.04,13,8,0,7.167,275.384,0.146,252.405,185k,224k,489k,36k,0.978,729
16401,Prod,LD2,6.399,5.127,10,1.158,-42.23,70.354,13,8,0,7.214,276.377,0.147,199.508,147k,177k,388k,28k,0.978,583
16403,Prod,LH2,6.399,5.422,5.505,0.96,-29.55,36.501,13,7,0,9.085,487.766,0.315,119.086,433k,368k,977k,32k,0.961,1043
16404,Prod,LH2,6.399,5.422,5.505,0.96,-29.55,32.067,13,7,0,8.995,484.3,0.313,113.541,412k,352k,936k,35k,0.96,1017
16408,Prod,LH2,6.399,5.422,5.505,0.96,-29.55,37.098,13,0,-1,9.116,492.516,0.318,44.937,10565k,139k,369k,9k,0.96,290
16409,Prod,LH2,6.399,5.422,5.505,0.96,-29.55,29.202,13,7,0,9.086,488.094,0.317,102.186,372k,317k,853k,35k,0.96,917
16410,Prod,LH2,6.399,5.422,5.505,0.96,-29.55,36.17,13,7,0,9.119,489.461,0.318,127.45,465k,396k,1055k,35k,0.96,1137
16411,Prod,LH2,6.399,5.422,5.505,0.96,-29.55,36.378,13,7,0,9.276,495.496,0.325,121.815,447k,379k,1021k,33k,0.96,1117
16412,Prod,LH2,6.399,5.422,5.505,0.96,-29.55,36.267,13,7,0,9.257,492.648,0.323,17.908,66k,56k,150k,5k,0.959,152
16413,Prod,LH2,6.399,5.422,5.505,0.96,-29.55,34.748,13,7,0,9.111,485.657,0.318,111.136,408k,345k,927k,31k,0.959,998
16414,Prod,LH2,6.399,5.422,5.505,0.96,-29.55,34.899,13,7,0,9.146,485.261,0.318,125.789,464k,390k,1049k,35k,0.96,1086
16415,Prod,LH2,6.399,5.422,5.505,0.96,-29.55,34.362,13,7,0,9.174,490.156,0.319,124.255,455k,385k,1032k,36k,0.958,1125
16416,Prod,LH2,6.399,5.422,5.505,0.96,-29.55,33.013,13,7,0,9.166,485.022,0.318,120.01,444k,372k,1006k,36k,0.96,1093
16417,Prod,LH2,6.399,5.422,5.505,0.96,-29.55,32.395,13,7,0,9.03,478.086,0.311,39.661,146k,123k,329k,12k,0.962,341
16418,Prod,Dummy10cm,6.399,5.422,5.505,0.96,-29.55,18.834,13,7,0,2.803,115.79,0.033,18.951,21k,14k,21k,10k,0.985,8
16419,Prod,Dummy10cm,6.399,5.422,5.505,0.96,-29.55,35.814,13,7,0,2.772,114.258,0.032,128.369,142k,93k,109k,36k,0.985,79
16420,Prod,Dummy10cm,6.399,5.422,5.505,0.96,-29.55,13.28,13,7,0,2.618,106.598,0.03,16.586,19k,12k,22k,13k,0.99,6
16421,Prod,LD2,6.399,5.422,5.505,0.96,-29.55,24.079,13,7,0,18.216,544.415,0.696,42.685,422k,200k,1051k,17k,0.961,508
16422,Prod,LD2,6.399,5.422,5.505,0.96,-29.55,28.146,13,7,0,19.866,606.322,0.828,42.963,425k,206k,1152k,15k,0.956,479
16423,Prod,LD2,6.399,5.422,5.505,0.96,-29.55,28.605,13,7,0,20.144,609.863,0.841,42.033,419k,201k,1137k,14k,0.957,498
16424,Prod,LD2,6.399,5.422,5.505,0.96,-29.55,27.851,13,7,0,20.096,607.941,0.841,49.606,495k,238k,1348k,17k,0.956,532
16425,Prod,LD2,6.399,5.422,5.505,0.96,-29.55,29.395,13,7,0,20.123,611.534,0.846,44.499,442k,213k,1209k,15k,0.956,516
16426,Prod,LD2,6.399,5.422,5.505,0.96,-29.55,26.399,13,7,0,19.936,598.191,0.832,51.514,518k,246k,1407k,19k,0.956,602
16427,Prod,LD2,6.399,5.422,5.505,0.96,-29.55,28.416,13,7,0,20.295,615.119,0.857,41.394,413k,198k,1133k,14k,0.956,453
16428,Prod,LD2,6.399,5.422,5.505,0.96,-29.55,21.469,13,7,0,20.423,608.334,0.858,44.382,450k,213k,1234k,21k,0.957,535
16429,Prod,LD2,6.399,5.422,5.505,0.96,-29.55,26.354,13,7,0,20.15,598.67,0.842,46.224,469k,221k,1276k,17k,0.958,565
16430,Prod,LD2,6.399,5.422,5.505,0.96,-29.55,25.684,13,7,0,20.127,604.575,0.842,20.475,206k,98k,560k,8k,0.957,261
16433,Prod,LD2,6.399,5.422,5.505,0.96,-29.55,30.133,13,7,0,20.482,613.225,0.859,44.359,447k,212k,1219k,14k,0.957,513
16434,Prod,LD2,6.399,5.422,5.505,0.96,-29.55,28.742,13,7,0,20.466,609.349,0.855,48.189,488k,230k,1325k,16k,0.957,565
16435,Prod,LD2,6.399,5.422,5.505,0.96,-29.55,28.696,13,8,0,20.392,607.88,0.854,51.369,262k,246k,1417k,18k,0.957,550
16437,Prod,LD2,6.399,5.422,5.505,0.96,-29.55,27.813,13,0,-1,20.268,602.97,0.881,23.138,15288k,111k,668k,8k,0.955,Not physics data – PS6 =3
16438,Prod,LD2,6.399,5.422,5.505,0.96,-29.55,29.679,13,0,-1,20.509,609.86,0.894,23.614,15612k,113k,682k,8k,0.957,Not physics data – PS6 =3
16439,Prod,LD2,6.399,5.422,5.505,0.960,-29.550,26.773,13,8,0,20.246,602.576,0.841,51.792,265k,248k,1420k,19k,0.957,584
16440,Prod,LD2,6.399,5.422,5.505,0.960,-29.550,30.229,13,8,0,20.783,614.104,0.871,53.445,275k,256k,1486k,17k,0.957,617
16441,Prod,LD2,6.399,5.422,5.505,0.960,-29.550,28.439,13,8,0,20.478,605.380,0.852,53.455,274k,255k,1475k,18k,0.957,592
