Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,Counts,simc_yield,simc_yield_error,%error/yield
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,2,24,48,4710.0,0.055067601570315004,0.0008104589605984616,1.4717527865519955
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,3,48,72,7080.0,0.08137736410501371,0.0009774445139717756,1.201125797968129
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,4,72,96,9843.0,0.11012497187059703,0.0011227922214153416,1.019561868977987
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,5,96,120,10756.0,0.11636039794678009,0.0011355692075406276,0.9759069473619405
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,6,120,144,9984.0,0.1031466287681044,0.0010461716837616606,1.0142567878914175
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,7,144,168,6460.0,0.06648139655581489,0.0008396737463947085,1.2630206191438156
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,8,168,192,5021.0,0.052048513315951166,0.0007453463124228607,1.4320222902398185
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,9,192,216,6365.0,0.06565781636268575,0.0008349786011630109,1.2717124135696063
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,10,216,240,9927.0,0.1026932613373096,0.001044517354026042,1.0171235584730205
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,11,240,264,10903.0,0.1176705367129375,0.0011404693742302408,0.9692055514393262
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,12,264,288,9884.0,0.11015230664048492,0.0011205850737758957,1.0173051368168449
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,13,288,312,6898.0,0.07930969948459546,0.0009650679508901425,1.2168347089470315
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,14,312,336,4706.0,0.05505737739017781,0.0008103625787844379,1.4718510346789708
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,15,336,360,3809.0,0.044801594883512236,0.000732888753228757,1.6358541590635938
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,1,0,24,3615.0,0.03991558540121029,0.0006704567179558061,1.679686546537476
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,2,24,48,4867.0,0.05330028007061358,0.000771947446715931,1.4482990440073393
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,3,48,72,7639.0,0.08209174873538677,0.0009492490547811505,1.1563269992468361
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,4,72,96,10669.0,0.11121933783556227,0.0010891426732416722,0.9792745528227915
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,5,96,120,11171.0,0.11278667388010134,0.0010807989070485877,0.9582682686409729
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,6,120,144,5959.0,0.05893074602029301,0.0007756225530055445,1.316159399608578
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,7,144,168,2378.0,0.02513492554491428,0.0005226277521044399,2.0792890401467163
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,8,168,192,1806.0,0.019337475216271084,0.00046141984265796844,2.386143162421313
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,9,192,216,2431.0,0.025623186394956268,0.0005272426706760648,2.057678005183027
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,10,216,240,6180.0,0.061020041938490165,0.0007887925950795439,1.2926778973286643
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,11,240,264,11376.0,0.11405410840223548,0.0010833003957614671,0.9498126906055707
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,12,264,288,10815.0,0.11262631599973912,0.0010959636117986115,0.9730972748865817
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,13,288,312,7605.0,0.08197843427272178,0.0009501008213332813,1.1589643419786881
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,14,312,336,4684.0,0.051209927414929704,0.0007557753600496061,1.4758375928282763
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,15,336,360,3658.0,0.04010455889659322,0.0006695319413157001,1.6694659154387934
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,1,0,24,2664.0,0.027611606544453954,0.0005418842970068536,1.9625236080864554
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,2,24,48,3925.0,0.04023657167355377,0.000650264835700648,1.6161039786797906
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,3,48,72,7484.0,0.07463053495375065,0.0008729885928230716,1.1697471998077893
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,4,72,96,10129.0,0.09873776501452892,0.0009944280526631702,1.0071405328213003
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,5,96,120,7919.0,0.07546440743519672,0.000861555425176266,1.1416712254927681
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,6,120,144,2209.0,0.022923908407261988,0.0004962233457707249,2.164654198380622
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,7,144,168,930.0,0.010261665805128767,0.00034107675289263143,3.3237951748746455
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,8,168,192,795.0,0.008891233363654388,0.00031899576300546033,3.587756050914739
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,9,192,216,937.0,0.010371030363893655,0.00034338617253568615,3.3110130863291265
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,10,216,240,2354.0,0.02415147158159227,0.0005058490496382655,2.0944854143952565
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,11,240,264,8460.0,0.08017771210097514,0.0008860553129832438,1.1051142390635356
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,12,264,288,10233.0,0.0994625612167647,0.0009964998009894491,1.001884315866065
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,13,288,312,7287.0,0.07294340957214113,0.000864938767626966,1.1857668467931162
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,14,312,336,4032.0,0.0413082166770578,0.0006586981476611509,1.5945935231500459
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,15,336,360,2670.0,0.027581964272328684,0.0005409206216765971,1.9611388671809356
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,1,0,24,1471.0,0.014453839141072648,0.0003833450007949552,2.6522019309432165
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,2,24,48,2719.0,0.025955612789849647,0.0005067201657642956,1.952256607720919
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,3,48,72,7149.0,0.06484638159371509,0.0007797298029104636,1.202426077981867
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,4,72,96,7906.0,0.07137391241741096,0.0008164451385154249,1.1438985350006694
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,5,96,120,3636.0,0.034439868654104,0.0005819213966901279,1.6896736817861926
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,6,120,144,893.0,0.009402357890748236,0.0003188714335841795,3.391398596919436
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,7,144,168,377.0,0.004122165400081358,0.0002148933738265693,5.213118663853905
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,8,168,192,283.0,0.003120699089563626,0.00018771038075380007,6.015010591105983
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,9,192,216,344.0,0.003782371673586346,0.0002063524898705304,5.455637564958611
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,10,216,240,901.0,0.009397247177830626,0.000317354827352244,3.377104181115155
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,11,240,264,3987.0,0.03753580587195522,0.0006052972777221416,1.612586338993158
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,12,264,288,8273.0,0.07467276626543731,0.0008348290417955808,1.117983280314052
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,13,288,312,7233.0,0.06502172273031286,0.0007766486480789783,1.1944448954393945
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,14,312,336,2607.0,0.024949798414970765,0.000497259462867371,1.9930400021548778
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,15,336,360,1486.0,0.014595202762382917,0.00038575486239916465,2.643025031439738
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,1,0,24,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,2,24,48,2.0,2.4870259186116075e-05,1.7593327696062654e-05,70.74042761035719
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,3,48,72,3.0,4.121117988385474e-05,2.3897377658052863e-05,57.987608521286504
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,4,72,96,29.0,0.00038553663169291024,7.218405574302707e-05,18.723008349702944
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,5,96,120,355.0,0.0044158622225367915,0.00023643197573833174,5.35415200527946
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,6,120,144,2978.0,0.03404920935391578,0.0006314459246453043,1.8545098010409038
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,7,144,168,6138.0,0.06815498070012202,0.0008809723596194196,1.2926015832880169
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,8,168,192,6887.0,0.07576711329528729,0.0009249035785388512,1.2207190406399977
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,9,192,216,6030.0,0.06688865101927878,0.000872010223229828,1.3036744050623705
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,10,216,240,2866.0,0.03274776749515499,0.0006185726225650597,1.8889001293189747
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,11,240,264,281.0,0.0035477499265258753,0.00021345756004816587,6.016702542988807
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,12,264,288,19.0,0.00026451562388978624,6.100509119964646e-05,23.06294437453154
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,13,288,312,1.0,1.3317765121788248e-05,1.3317765121788248e-05,100.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,14,312,336,2.0,2.6316137857520518e-05,1.866849086262108e-05,70.93932614160582
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,15,336,360,1.0,1.4840679089489742e-05,1.4840679089489742e-05,100.0
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,1,0,24,12.0,0.00014813111555576423,4.3046640446815326e-05,29.0598233094453
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,2,24,48,11.0,0.00013415012051268605,4.07131964055689e-05,30.348982356462972
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,3,48,72,38.0,0.00046669737898497493,7.621869838264977e-05,16.331503414143576
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,4,72,96,216.0,0.0025994823583063466,0.00017812648587191724,6.8523829485795344
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,5,96,120,2445.0,0.027826762661199496,0.0005679945697743749,2.0411809188510577
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,6,120,144,8948.0,0.09330449829814819,0.0009984817983833179,1.0701325408692914
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,7,144,168,11390.0,0.1138549472714477,0.0010818115589278545,0.9501664924130608
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,8,168,192,11380.0,0.11216912786059367,0.0010672838431515686,0.951495178315029
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,9,192,216,11480.0,0.11478307469592922,0.0010863311660875878,0.9464210372177062
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,10,216,240,8759.0,0.09159851285049792,0.0009908418113836663,1.0817225963055364
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,11,240,264,2265.0,0.025811410868547276,0.0005473913203103042,2.120733822331784
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,12,264,288,237.0,0.002908250146220455,0.00019020148322328363,6.540066144945213
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,13,288,312,32.0,0.00038826431512411044,6.925886541370209e-05,17.83807131272499
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,14,312,336,9.0,0.0001092328124547098,3.663475657676907e-05,33.53823430295599
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,15,336,360,6.0,7.596119882429599e-05,3.110425693305415e-05,40.947559299321554
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,1,0,24,9.0,0.00010206838151292334,3.4344883694893894e-05,33.64889614767266
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,2,24,48,30.0,0.00034100066116006164,6.265065260280885e-05,18.372589774364506
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,3,48,72,86.0,0.0009720425290150559,0.0001054763447011924,10.851001016186883
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,4,72,96,576.0,0.006349875527423846,0.0002664222757270826,4.195708633601681
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,5,96,120,5053.0,0.0523467384414496,0.0007435769278408193,1.42048377793875
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,6,120,144,13083.0,0.12518018890800797,0.0011088755650688873,0.8858235274623002
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,7,144,168,15545.0,0.1410274641135533,0.001148819871738758,0.8146071965200655
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,8,168,192,15644.0,0.138764820919995,0.0011281547725575443,0.8129976784303156
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,9,192,216,15372.0,0.13895902631887416,0.0011387956762446405,0.819519038390069
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,10,216,240,12957.0,0.1235426331672903,0.0010997625716257962,0.890188709298916
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,11,240,264,5028.0,0.052204319102734445,0.0007434309855829667,1.424079460015457
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,12,264,288,526.0,0.005822410542635072,0.0002556283459330504,4.390421184854472
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,13,288,312,65.0,0.0007289405832191344,9.10135062186197e-05,12.485723571143133
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,14,312,336,16.0,0.00018283747824185073,4.6022627657768933e-05,25.171331447096357
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,15,336,360,18.0,0.00019424378317587022,4.620638521282104e-05,23.7878322061846
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,1,0,24,11.0,0.0001240161510788893,3.774695617905142e-05,30.437129237336013
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,2,24,48,13.0,0.00013329473116704726,3.717043692154892e-05,27.88590111260008
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,3,48,72,46.0,0.0004969697795059841,7.396679856852719e-05,14.883560654745315
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,4,72,96,717.0,0.007275648381226114,0.00027422987246428427,3.7691468594317947
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,5,96,120,6942.0,0.0653006340048286,0.0007930366073141415,1.2144393686215986
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,6,120,144,16881.0,0.14672457124862912,0.0011470630447186572,0.7817797898178384
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,7,144,168,21281.0,0.172543622187863,0.001205378669328254,0.6985935811732613
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,8,168,192,21353.0,0.16866923763573546,0.0011779727476493812,0.698392169290156
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,9,192,216,21133.0,0.1710664648897717,0.0011992251713964217,0.7010287914519973
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,10,216,240,17010.0,0.14768756324093762,0.0011501136845028085,0.7787478236244659
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,11,240,264,6990.0,0.06624557940563112,0.0008015184859790454,1.2099199571811932
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,12,264,288,687.0,0.007016950413258878,0.0002700286941767502,3.848234322228037
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,13,288,312,54.0,0.0005789561859631931,7.951221389588491e-05,13.733718686087219
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,14,312,336,25.0,0.00027528499789817657,5.5654122804088566e-05,20.216910921049944
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,15,336,360,7.0,7.018865752404698e-05,2.6822632491218415e-05,38.21505274129064
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,1,0,24,11.0,0.0001217293490782999,3.715330985431207e-05,30.521242523373694
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,2,24,48,9.0,0.00010138461481626374,3.401155724243729e-05,33.54705968363682
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,3,48,72,35.0,0.00038802104810688187,6.672118474552121e-05,17.19524883277533
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,4,72,96,784.0,0.007350118782208077,0.0002667609781163453,3.629342409568606
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,5,96,120,9342.0,0.07926470427211739,0.000834659458037565,1.0530026771716219
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,6,120,144,26867.0,0.2041826699854708,0.0012729249204921445,0.6234245641820253
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,7,144,168,28088.0,0.2041981623304932,0.0012472231768820476,0.6107905980385007
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,8,168,192,22512.0,0.1635408436817961,0.0011180346118472057,0.6836424385963072
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,9,192,216,28280.0,0.204985631657358,0.0012478172014378348,0.608733983620673
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,10,216,240,27304.0,0.20705459243807983,0.0012797154559183199,0.6180570258546774
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,11,240,264,9562.0,0.08069690903004292,0.0008391214597811167,1.0398433717810893
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,12,264,288,757.0,0.007041128883090406,0.00025966859972562247,3.687883065870709
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,13,288,312,39.0,0.0004184266209581248,6.803015875169057e-05,16.258563710863623
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,14,312,336,12.0,0.00014844356190066164,4.329166446904631e-05,29.1637198102381
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,15,336,360,11.0,0.00011652848409190772,3.5494417454194696e-05,30.459863724134372
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,1,0,24,1151.0,0.7562159676898464,0.02248307387296397,2.973102239780416
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,2,24,48,1086.0,0.7233802824779445,0.02212562242688994,3.0586432838753166
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,3,48,72,908.0,0.6080472441342744,0.020318827058731455,3.341652684843757
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,4,72,96,602.0,0.4187072623362675,0.017184731163532696,4.10423527589342
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,5,96,120,182.0,0.1342627656379581,0.010007818790847237,7.453904843457117
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,6,120,144,36.0,0.028104525497223625,0.004695530068961917,16.70738070075503
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,7,144,168,15.0,0.012129571403070765,0.0031417829726414883,25.90184655532102
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,8,168,192,20.0,0.015744210461336682,0.0035261335102971985,22.39638195231436
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,9,192,216,18.0,0.015113497813873538,0.003580602452019476,23.69142137786686
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,10,216,240,38.0,0.03058888463037672,0.004989605492678261,16.31182553064803
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,11,240,264,182.0,0.1356211376675103,0.01010911472947593,7.453937419592736
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,12,264,288,662.0,0.4567317444061088,0.01788335409283047,3.915504957091237
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,13,288,312,996.0,0.6711514790781145,0.02142996810350706,3.193015104867683
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,14,312,336,1133.0,0.754816829248028,0.022600387251194648,2.9941551877837513
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,15,336,360,1156.0,0.7624884169454024,0.022616291070637392,2.966116018029533
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,1,0,24,1059.0,0.5571785427923003,0.017223084202462647,3.0911248154225683
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,2,24,48,973.0,0.519874169403704,0.01676383326915629,3.224594383749517
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,3,48,72,744.0,0.4064860152050354,0.014987248594330429,3.6870268677683087
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,4,72,96,322.0,0.18263591147980965,0.010260771655914892,5.618156677280425
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,5,96,120,15.0,0.009835411382649806,0.0025652737079169645,26.082017397281877
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,6,120,144,2.0,0.0017278295668772142,0.001222067525630118,70.72847629519484
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,7,144,168,2.0,0.0017011769660691951,0.0012059966156728107,70.891896594358
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,8,168,192,1.0,0.0010198156735724399,0.0010198156735724399,100.0
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,9,192,216,1.0,0.0008471295116517771,0.0008471295116517771,100.0
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,10,216,240,3.0,0.002470572806195277,0.0014358199912015315,58.11688639982717
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,11,240,264,21.0,0.01472773738693478,0.0032530174327887154,22.087693087700767
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,12,264,288,343.0,0.19382678634636144,0.010558303539675594,5.447288137362134
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,13,288,312,822.0,0.4494844863667766,0.015764046991475166,3.507139282803144
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,14,312,336,1116.0,0.5974720438905933,0.01798802999132649,3.010689818086348
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,15,336,360,1115.0,0.5869223062993454,0.01768925194495273,3.0139000946286676
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,1,0,24,1296.0,0.5847723679496521,0.01636704669065112,2.798874842195056
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,2,24,48,1302.0,0.599483115210638,0.016721910441091524,2.789388060615521
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,3,48,72,930.0,0.44376851289669306,0.014648318932885044,3.3008919080960335
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,4,72,96,297.0,0.147884557625445,0.00866484942139432,5.859198256075011
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,5,96,120,4.0,0.003095978924187269,0.0015488489762383218,50.02776227376654
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,6,120,144,1.0,0.0008850959368656833,0.0008850959368656833,100.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,8,168,192,1.0,0.0006140252990765779,0.0006140252990765779,100.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,9,192,216,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,10,216,240,1.0,0.0007679402650319389,0.0007679402650319389,100.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,11,240,264,12.0,0.008277232641678187,0.002414922839233919,29.17548586316283
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,12,264,288,315.0,0.15723325483690795,0.00895072366465287,5.692640322136124
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,13,288,312,927.0,0.443103074050367,0.014650343454366388,3.3063059843952027
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,14,312,336,1282.0,0.5892414439493138,0.01657286291070434,2.8125759110945916
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,15,336,360,1348.0,0.6058216353413736,0.016615239008351133,2.7425958465462585
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,1,0,24,1616.0,0.6230466020602056,0.015642159060490955,2.5105921465212386
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,2,24,48,1659.0,0.6558276708121343,0.01623982704257588,2.476233889684089
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,3,48,72,1154.0,0.4732674489116526,0.014032083750647517,2.9649374329285343
